,battingPoints,bonusPoints,bowlingPoints,fieldingPoints,matchDesc,matchId,playerId,playerName,playerTeam,secondInningBattingPoints,secondInningBowlingPoints,secondInningFieldingPoints
574,0,10,-7,0,dd vs kkr,7919,1749,Rahul Tewatia (dd),dd,0,-7,0
575,0,10,19,0,dd vs kkr,7919,1842,Liam Plunkett (dd),dd,0,19,0
576,8,70,0,0,dd vs kkr,7919,2738,Nitish Rana (kkr),kkr,8,0,0
577,-5,40,0,0,dd vs kkr,7919,2972,Rishabh Pant (dd),dd,0,0,0
578,54,20,0,0,dd vs kkr,7919,3761,Shubman Gill (kkr),kkr,54,0,0
579,91,10,0,10,dd vs kkr,7919,3764,Prithvi Shaw (dd),dd,0,0,10
580,-5,20,13,10,dd vs kkr,7919,3779,Shivam Mavi (kkr),kkr,-5,0,0
581,43,60,0,0,csk vs mi,7920,1,Ms Dhoni (csk),csk,0,0,0
582,0,60,0,10,csk vs mi,7920,9,Ravindra Jadeja (csk),csk,0,0,10
583,123,35,0,0,csk vs mi,7920,14,Suresh Raina (csk),csk,0,0,0
584,-5,60,35,0,csk vs mi,7920,25,Dwayne Bravo (csk),csk,0,35,0
585,69,60,0,0,csk vs mi,7920,100,Ambati Rayudu (csk),csk,0,0,0
586,0,25,37,0,csk vs mi,7920,103,Harbhajan Singh (csk),csk,0,37,0
587,90,70,0,0,csk vs mi,7920,107,Rohit Sharma (mi),mi,90,0,0
588,61,45,0,0,csk vs mi,7920,108,Suryakumar Yadav (mi),mi,61,0,0
589,0,25,11,0,csk vs mi,7920,140,Deepak Chahar (csk),csk,0,11,0
590,0,15,0,0,csk vs mi,7920,182,Jp Duminy (mi),mi,0,0,0
591,17,85,-2,0,csk vs mi,7920,227,Shane Watson (csk),csk,0,-2,0
592,0,20,70,0,csk vs mi,7920,730,Mitchell Mcclenaghan (mi),mi,0,0,0
593,66,20,0,10,csk vs mi,7920,872,Evin Lewis (mi),mi,66,0,0
594,0,20,10,0,csk vs mi,7920,898,Imran Tahir (csk),csk,0,10,0
595,0,15,-14,20,csk vs mi,7920,913,Ben Cutting (mi),mi,0,0,0
596,0,20,22,0,csk vs mi,7920,1124,Jasprit Bumrah (mi),mi,0,0,0
597,0,25,14,10,csk vs mi,7920,1745,Shardul Thakur (csk),csk,0,14,10
598,25,45,33,0,csk vs mi,7920,2740,Hardik Pandya (mi),mi,25,0,0
599,3,45,0,0,csk vs mi,7920,2756,Sam Billings (csk),csk,0,0,0
600,0,20,0,0,csk vs mi,7920,2975,Ishan Kishan (mi),mi,0,0,0
601,0,20,69,0,csk vs mi,7920,3183,Krunal Pandya (mi),mi,0,0,0
602,0,20,10,20,csk vs mi,7920,4951,Mayank Markande (mi),mi,0,0,0
603,21,35,0,10,rr vs sh,7921,16,Wriddhiman Saha (sh),sh,0,0,10
604,6,60,0,20,rr vs sh,7921,41,Shikhar Dhawan (sh),sh,0,0,20
605,0,15,14,0,rr vs sh,7921,86,Jaydev Unadkat (rr),rr,0,0,0
606,2,35,32,0,rr vs sh,7921,96,Yusuf Pathan (sh),sh,0,32,0
607,0,15,9,10,rr vs sh,7921,101,Dhawal Kulkarni (rr),rr,0,0,0
608,21,35,0,0,rr vs sh,7921,123,Manish Pandey (sh),sh,0,0,0
609,92,15,0,10,rr vs sh,7921,135,Ajinkya Rahane (rr),rr,92,0,0
610,6,35,14,0,rr vs sh,7921,201,Shakib Al Hasan (sh),sh,0,14,0
611,57,65,0,10,rr vs sh,7921,258,Sanju Samson (rr),rr,57,0,0
612,92,85,0,0,rr vs sh,7921,440,Kane Williamson (sh),sh,0,0,0
613,0,15,0,10,rr vs sh,7921,509,Jos Buttler (rr),rr,0,0,0
614,60,15,0,10,rr vs sh,7921,511,Alex Hales (sh),sh,0,0,10
615,0,35,68,0,rr vs sh,7921,1086,Siddarth Kaul (sh),sh,0,68,0
616,0,25,49,0,rr vs sh,7921,1112,Sandeep Sharma (sh),sh,0,49,0
617,-5,15,17,10,rr vs sh,7921,1154,Ben Stokes (rr),rr,-5,0,0
618,0,0,28,0,rr vs sh,7921,1304,Ish Sodhi (rr),rr,0,0,0
619,1,110,34,0,rr vs sh,7921,2885,Rashid Khan (sh),sh,0,34,0
620,1,0,11,0,rr vs sh,7921,2970,Mahipal Lomror (rr),rr,1,0,0
621,1,30,99,0,rr vs sh,7921,3502,Jofra Archer (rr),rr,1,0,0
622,0,10,7,0,rr vs sh,7921,3825,Basil Thampi (sh),sh,0,7,0
623,8,15,75,0,rr vs sh,7921,3834,Krishnappa Gowtham (rr),rr,8,0,0
624,4,15,0,0,rr vs sh,7921,3838,Rahul Tripathi (rr),rr,4,0,0
625,0,40,-3,0,rcb vs kkr,7922,59,Umesh Yadav (rcb),rcb,0,-3,0
626,28,15,0,0,rcb vs kkr,7922,72,Mandeep Singh (rcb),rcb,0,0,0
627,0,25,20,0,rcb vs kkr,7922,76,Piyush Chawla (kkr),kkr,0,0,0
628,40,25,0,10,rcb vs kkr,7922,102,Dinesh Karthik (kkr),kkr,40,0,0
629,0,15,20,0,rcb vs kkr,7922,111,Yuzvendra Chahal (rcb),rcb,0,20,0
630,62,25,0,0,rcb vs kkr,7922,127,Robin Uthappa (kkr),kkr,62,0,0
631,104,15,0,10,rcb vs kkr,7922,164,Virat Kohli (rcb),rcb,0,0,10
632,-5,25,74,0,rcb vs kkr,7922,177,Andre Russell (kkr),kkr,-5,0,0
633,89,50,0,0,rcb vs kkr,7922,179,Chris Lynn (kkr),kkr,89,0,0
634,57,10,0,0,rcb vs kkr,7922,202,Brendon Mccullum (rcb),rcb,0,0,0
635,44,75,15,0,rcb vs kkr,7922,203,Sunil Narine (kkr),kkr,44,0,0
636,0,15,-12,0,rcb vs kkr,7922,213,Mitchell Johnson (kkr),kkr,0,0,0
637,0,25,46,0,rcb vs kkr,7922,261,Kuldeep Yadav (kkr),kkr,0,0,0
638,0,30,12,10,rcb vs kkr,7922,307,Tim Southee (rcb),rcb,0,12,10
639,23,5,0,10,rcb vs kkr,7922,820,Colin De Grandhomme (rcb),rcb,0,0,10
640,46,15,0,10,rcb vs kkr,7922,834,Quinton De Kock (rcb),rcb,0,0,10
641,-5,10,0,0,rcb vs kkr,7922,1085,Manan Vohra (rcb),rcb,0,0,0
642,25,70,0,0,rcb vs kkr,7922,2738,Nitish Rana (kkr),kkr,25,0,0
643,0,0,63,0,rcb vs kkr,7922,3187,Murugan Ashwin (rcb),rcb,0,63,0
644,5,20,0,10,rcb vs kkr,7922,3761,Shubman Gill (kkr),kkr,5,0,0
645,0,20,17,10,rcb vs kkr,7922,3779,Shivam Mavi (kkr),kkr,0,0,0
646,0,10,63,0,rcb vs kkr,7922,3840,Mohammed Siraj (rcb),rcb,0,63,0
647,96,60,0,0,csk vs dd,7923,1,Ms Dhoni (csk),csk,0,0,0
648,0,60,36,20,csk vs dd,7923,9,Ravindra Jadeja (csk),csk,0,36,20
649,1,35,0,0,csk vs dd,7923,14,Suresh Raina (csk),csk,0,0,0
650,50,10,0,0,csk vs dd,7923,24,Faf Du Plessis (csk),csk,0,0,0
651,0,60,-12,0,csk vs dd,7923,25,Dwayne Bravo (csk),csk,0,-12,0
652,0,10,34,0,csk vs dd,7923,30,Amit Mishra (dd),dd,0,0,0
653,63,60,0,0,csk vs dd,7923,100,Ambati Rayudu (csk),csk,0,0,0
654,0,25,18,0,csk vs dd,7923,103,Harbhajan Singh (csk),csk,0,18,0
655,132,85,-13,10,csk vs dd,7923,227,Shane Watson (csk),csk,0,-13,10
656,6,15,37,0,csk vs dd,7923,282,Glenn Maxwell (dd),dd,6,0,0
657,50,10,0,0,csk vs dd,7923,773,Colin Munro (dd),dd,50,0,0
658,0,15,0,20,csk vs dd,7923,969,Trent Boult (dd),dd,0,0,0
659,94,15,14,0,csk vs dd,7923,1083,Vijay Shankar (dd),dd,94,0,0
660,0,15,0,10,csk vs dd,7923,1118,Karn Sharma (csk),csk,0,0,10
661,0,10,21,0,csk vs dd,7923,1561,Avesh Khan (dd),dd,0,0,0
662,3,40,0,0,csk vs dd,7923,1563,Shreyas Iyer (dd),dd,3,0,0
663,3,10,-8,0,csk vs dd,7923,1749,Rahul Tewatia (dd),dd,3,0,0
664,0,10,-13,10,csk vs dd,7923,1842,Liam Plunkett (dd),dd,0,0,0
665,127,40,0,0,csk vs dd,7923,2972,Rishabh Pant (dd),dd,127,0,0
666,0,10,42,0,csk vs dd,7923,3746,Lungi Ngidi (csk),csk,0,42,0
667,9,10,0,0,csk vs dd,7923,3764,Prithvi Shaw (dd),dd,9,0,0
668,0,5,40,0,csk vs dd,7923,4944,Km Asif (csk),csk,0,40,0
669,0,25,0,0,csk vs dd,7923,140,Deepak Chahar (csk),csk,0,0,0
670,1,40,71,10,rcb vs mi,7924,59,Umesh Yadav (rcb),rcb,0,71,10
671,21,15,0,10,rcb vs mi,7924,72,Mandeep Singh (rcb),rcb,0,0,10
672,-5,70,0,20,rcb vs mi,7924,107,Rohit Sharma (mi),mi,-5,0,0
673,9,45,0,10,rcb vs mi,7924,108,Suryakumar Yadav (mi),mi,9,0,0
674,0,15,24,0,rcb vs mi,7924,111,Yuzvendra Chahal (rcb),rcb,0,24,0
675,49,15,0,10,rcb vs mi,7924,164,Virat Kohli (rcb),rcb,0,0,10
676,13,15,-10,0,rcb vs mi,7924,182,Jp Duminy (mi),mi,13,0,0
677,56,10,0,0,rcb vs mi,7924,202,Brendon Mccullum (rcb),rcb,0,0,0
678,18,5,0,10,rcb vs mi,7924,210,Kieron Pollard (mi),mi,18,0,0
679,1,30,74,0,rcb vs mi,7924,307,Tim Southee (rcb),rcb,0,74,0
680,0,20,38,0,rcb vs mi,7924,730,Mitchell Mcclenaghan (mi),mi,0,0,0
681,44,5,12,0,rcb vs mi,7924,820,Colin De Grandhomme (rcb),rcb,0,12,0
682,7,15,0,20,rcb vs mi,7924,834,Quinton De Kock (rcb),rcb,0,0,20
683,29,15,0,10,rcb vs mi,7924,913,Ben Cutting (mi),mi,29,0,0
684,68,10,0,0,rcb vs mi,7924,1085,Manan Vohra (rcb),rcb,0,0,0
685,0,20,39,0,rcb vs mi,7924,1124,Jasprit Bumrah (mi),mi,0,0,0
686,77,45,93,10,rcb vs mi,7924,2740,Hardik Pandya (mi),mi,77,0,0
687,1,15,-15,0,rcb vs mi,7924,2973,Washington Sundar (rcb),rcb,0,-15,0
688,-5,20,0,0,rcb vs mi,7924,2975,Ishan Kishan (mi),mi,-5,0,0
689,30,20,21,0,rcb vs mi,7924,3183,Krunal Pandya (mi),mi,30,0,0
690,0,10,67,0,rcb vs mi,7924,3840,Mohammed Siraj (rcb),rcb,0,67,0
691,0,20,32,0,rcb vs mi,7924,4951,Mayank Markande (mi),mi,0,0,0
692,0,20,0,0,rcb vs mi,7924,872,Evin Lewis (mi),mi,0,0,0
693,0,0,0,0,rcb vs mi,7924,3187,Murugan Ashwin (rcb),rcb,0,0,0
694,0,10,35,0,dd vs rr,7925,30,Amit Mishra (dd),dd,0,35,0
695,0,10,-14,0,dd vs rr,7925,57,Shahbaz Nadeem (dd),dd,0,-14,0
696,0,15,77,0,dd vs rr,7925,86,Jaydev Unadkat (rr),rr,0,0,0
697,0,15,14,0,dd vs rr,7925,101,Dhawal Kulkarni (rr),rr,0,0,0
698,0,15,0,0,dd vs rr,7925,135,Ajinkya Rahane (rr),rr,0,0,0
699,3,65,0,0,dd vs rr,7925,258,Sanju Samson (rr),rr,3,0,0
700,5,15,6,0,dd vs rr,7925,282,Glenn Maxwell (dd),dd,0,6,0
701,116,15,0,10,dd vs rr,7925,509,Jos Buttler (rr),rr,116,0,0
702,-5,10,0,10,dd vs rr,7925,773,Colin Munro (dd),dd,0,0,10
703,0,15,60,10,dd vs rr,7925,969,Trent Boult (dd),dd,0,60,10
704,34,15,0,10,dd vs rr,7925,1083,Vijay Shankar (dd),dd,0,0,10
705,1,15,9,10,dd vs rr,7925,1154,Ben Stokes (rr),rr,1,0,0
706,0,10,-13,10,dd vs rr,7925,1561,Avesh Khan (dd),dd,0,-13,10
707,81,40,0,0,dd vs rr,7925,1563,Shreyas Iyer (dd),dd,0,0,0
708,0,15,11,10,dd vs rr,7925,1748,Shreyas Gopal (rr),rr,0,0,0
709,1,10,-10,0,dd vs rr,7925,1842,Liam Plunkett (dd),dd,0,-10,0
710,114,40,0,25,dd vs rr,7925,2972,Rishabh Pant (dd),dd,0,0,25
711,0,30,34,0,dd vs rr,7925,3502,Jofra Archer (rr),rr,0,0,0
712,75,10,0,0,dd vs rr,7925,3764,Prithvi Shaw (dd),dd,0,0,0
713,35,15,-13,0,dd vs rr,7925,3834,Krishnappa Gowtham (rr),rr,35,0,0
714,9,15,0,20,dd vs rr,7925,3838,Rahul Tripathi (rr),rr,9,0,0
715,72,10,0,0,dd vs rr,7925,3887,D Arcy Short (rr),rr,72,0,0
716,71,60,0,0,kkr vs csk,7926,1,Ms Dhoni (csk),csk,0,0,0
717,17,60,32,0,kkr vs csk,7926,9,Ravindra Jadeja (csk),csk,0,32,0
718,46,35,0,0,kkr vs csk,7926,14,Suresh Raina (csk),csk,0,0,0
719,49,10,0,0,kkr vs csk,7926,24,Faf Du Plessis (csk),csk,0,0,0
720,0,60,-12,20,kkr vs csk,7926,25,Dwayne Bravo (csk),csk,0,-12,20
721,0,25,67,0,kkr vs csk,7926,76,Piyush Chawla (kkr),kkr,0,0,0
722,26,60,0,0,kkr vs csk,7926,100,Ambati Rayudu (csk),csk,0,0,0
723,72,25,0,10,kkr vs csk,7926,102,Dinesh Karthik (kkr),kkr,72,0,0
724,0,25,40,0,kkr vs csk,7926,103,Harbhajan Singh (csk),csk,0,40,0
725,6,25,0,0,kkr vs csk,7926,127,Robin Uthappa (kkr),kkr,6,0,0
726,0,25,-9,0,kkr vs csk,7926,177,Andre Russell (kkr),kkr,0,0,0
727,31,50,0,0,kkr vs csk,7926,179,Chris Lynn (kkr),kkr,31,0,0
728,56,75,75,0,kkr vs csk,7926,203,Sunil Narine (kkr),kkr,56,0,0
729,0,15,-9,10,kkr vs csk,7926,213,Mitchell Johnson (kkr),kkr,0,0,0
730,55,85,11,10,kkr vs csk,7926,227,Shane Watson (csk),csk,0,11,10
731,0,25,30,0,kkr vs csk,7926,261,Kuldeep Yadav (kkr),kkr,0,0,0
732,0,15,-10,0,kkr vs csk,7926,1118,Karn Sharma (csk),csk,0,-10,0
733,0,10,15,0,kkr vs csk,7926,3746,Lungi Ngidi (csk),csk,0,15,0
734,91,20,0,0,kkr vs csk,7926,3761,Shubman Gill (kkr),kkr,91,0,0
735,0,20,16,10,kkr vs csk,7926,3779,Shivam Mavi (kkr),kkr,0,0,0
736,6,10,0,0,kkr vs csk,7926,3830,Rinku Singh (kkr),kkr,6,0,0
737,0,5,21,0,kkr vs csk,7926,4944,Km Asif (csk),csk,0,21,0
738,0,35,17,0,kxp vs mi,7927,8,Ravichandran Ashwin (kxp),kxp,0,17,0
739,38,70,0,0,kxp vs mi,7927,107,Rohit Sharma (mi),mi,38,0,0
740,88,45,0,10,kxp vs mi,7927,108,Suryakumar Yadav (mi),mi,88,0,0
741,21,25,0,0,kxp vs mi,7927,113,Yuvraj Singh (kxp),kxp,0,0,0
742,23,35,0,0,kxp vs mi,7927,158,Mayank Agarwal (kxp),kxp,0,0,0
743,0,15,11,10,kxp vs mi,7927,182,Jp Duminy (mi),mi,0,0,0
744,79,75,0,0,kxp vs mi,7927,236,Chris Gayle (kxp),kxp,0,0,0
745,37,35,0,0,kxp vs mi,7927,276,Karun Nair (kxp),kxp,0,0,0
746,0,20,42,0,kxp vs mi,7927,730,Mitchell Mcclenaghan (mi),mi,0,0,0
747,0,20,0,10,kxp vs mi,7927,872,Evin Lewis (mi),mi,0,0,0
748,0,15,29,0,kxp vs mi,7927,913,Ben Cutting (mi),mi,0,0,0
749,53,10,11,0,kxp vs mi,7927,964,Marcus Stoinis (kxp),kxp,0,11,0
750,0,70,-2,0,kxp vs mi,7927,1106,Ankit Rajpoot (kxp),kxp,0,-2,0
751,20,10,6,0,kxp vs mi,7927,1113,Axar Patel (kxp),kxp,0,6,0
752,0,20,46,0,kxp vs mi,7927,1124,Jasprit Bumrah (mi),mi,0,0,0
753,33,85,0,20,kxp vs mi,7927,1125,Lokesh Rahul (kxp),kxp,0,0,20
754,0,35,33,0,kxp vs mi,7927,1480,Andrew Tye (kxp),kxp,0,33,0
755,35,45,18,20,kxp vs mi,7927,2740,Hardik Pandya (mi),mi,35,0,0
756,46,20,0,0,kxp vs mi,7927,2975,Ishan Kishan (mi),mi,46,0,0
757,60,20,6,10,kxp vs mi,7927,3183,Krunal Pandya (mi),mi,60,0,0
758,0,60,66,0,kxp vs mi,7927,4572,Mujeeb Ur Rahman (kxp),kxp,0,66,0
759,0,20,31,0,kxp vs mi,7927,4951,Mayank Markande (mi),mi,0,0,0
760,52,60,0,30,csk vs rcb,7928,1,Ms Dhoni (csk),csk,52,0,0
761,0,60,103,10,csk vs rcb,7928,9,Ravindra Jadeja (csk),csk,0,0,0
762,42,35,0,10,csk vs rcb,7928,14,Suresh Raina (csk),csk,42,0,0
763,6,60,8,0,csk vs rcb,7928,25,Dwayne Bravo (csk),csk,6,0,0
764,1,40,78,0,csk vs rcb,7928,59,Umesh Yadav (rcb),rcb,0,78,0
765,7,15,0,10,csk vs rcb,7928,72,Mandeep Singh (rcb),rcb,0,0,10
766,51,60,0,10,csk vs rcb,7928,100,Ambati Rayudu (csk),csk,51,0,0
767,0,25,71,0,csk vs rcb,7928,103,Harbhajan Singh (csk),csk,0,0,0
768,0,15,34,0,csk vs rcb,7928,111,Yuzvendra Chahal (rcb),rcb,0,34,0
769,8,15,0,0,csk vs rcb,7928,164,Virat Kohli (rcb),rcb,0,0,0
770,5,10,0,0,csk vs rcb,7928,202,Brendon Mccullum (rcb),rcb,0,0,0
771,1,85,0,0,csk vs rcb,7928,227,Shane Watson (csk),csk,1,0,0
772,1,35,0,0,csk vs rcb,7928,233,Ab De Villiers (rcb),rcb,0,0,0
773,53,30,11,10,csk vs rcb,7928,307,Tim Southee (rcb),rcb,0,11,10
774,8,5,46,0,csk vs rcb,7928,820,Colin De Grandhomme (rcb),rcb,0,46,0
775,0,25,10,10,csk vs rcb,7928,1745,Shardul Thakur (csk),csk,0,0,0
776,1,0,42,0,csk vs rcb,7928,3187,Murugan Ashwin (rcb),rcb,0,42,0
777,0,10,45,0,csk vs rcb,7928,3746,Lungi Ngidi (csk),csk,0,0,0
778,3,10,10,10,csk vs rcb,7928,3840,Mohammed Siraj (rcb),rcb,0,10,10
779,0,5,0,0,csk vs rcb,7928,4944,Km Asif (csk),csk,0,0,0
780,0,35,0,10,sh vs dd,7929,16,Wriddhiman Saha (sh),sh,0,0,0
781,0,10,74,0,sh vs dd,7929,30,Amit Mishra (dd),dd,0,74,0
782,50,60,0,10,sh vs dd,7929,41,Shikhar Dhawan (sh),sh,50,0,0
783,56,35,0,0,sh vs dd,7929,96,Yusuf Pathan (sh),sh,56,0,0
784,0,20,12,0,sh vs dd,7929,116,Bhuvneshwar Kumar (sh),sh,0,0,0
785,26,35,0,0,sh vs dd,7929,123,Manish Pandey (sh),sh,26,0,0
786,7,5,8,0,sh vs dd,7929,181,Dan Christian (dd),dd,0,8,0
787,0,35,11,0,sh vs dd,7929,201,Shakib Al Hasan (sh),sh,0,0,0
788,2,15,17,0,sh vs dd,7929,282,Glenn Maxwell (dd),dd,0,17,0
789,49,85,0,0,sh vs dd,7929,440,Kane Williamson (sh),sh,49,0,0
790,66,15,0,0,sh vs dd,7929,511,Alex Hales (sh),sh,66,0,0
791,0,15,18,0,sh vs dd,7929,969,Trent Boult (dd),dd,0,18,0
792,35,15,0,0,sh vs dd,7929,1083,Vijay Shankar (dd),dd,0,0,0
793,0,35,31,10,sh vs dd,7929,1086,Siddarth Kaul (sh),sh,0,0,0
794,0,25,11,10,sh vs dd,7929,1112,Sandeep Sharma (sh),sh,0,0,0
795,0,10,-10,0,sh vs dd,7929,1561,Avesh Khan (dd),dd,0,-10,0
796,63,40,0,0,sh vs dd,7929,1563,Shreyas Iyer (dd),dd,0,0,0
797,0,10,36,0,sh vs dd,7929,1842,Liam Plunkett (dd),dd,0,36,0
798,0,110,69,10,sh vs dd,7929,2885,Rashid Khan (sh),sh,0,0,0
799,8,40,0,0,sh vs dd,7929,2972,Rishabh Pant (dd),dd,0,0,0
800,101,10,0,10,sh vs dd,7929,3764,Prithvi Shaw (dd),dd,0,0,10
801,0,25,-4,0,mi vs kkr,7930,76,Piyush Chawla (kkr),kkr,0,0,0
802,53,25,0,10,mi vs kkr,7930,102,Dinesh Karthik (kkr),kkr,53,0,0
803,16,70,0,10,mi vs kkr,7930,107,Rohit Sharma (mi),mi,0,0,10
804,93,45,0,0,mi vs kkr,7930,108,Suryakumar Yadav (mi),mi,0,0,0
805,90,25,0,0,mi vs kkr,7930,127,Robin Uthappa (kkr),kkr,90,0,0
806,9,25,65,0,mi vs kkr,7930,177,Andre Russell (kkr),kkr,9,0,0
807,22,50,0,10,mi vs kkr,7930,179,Chris Lynn (kkr),kkr,22,0,0
808,20,15,0,0,mi vs kkr,7930,182,Jp Duminy (mi),mi,0,0,0
809,5,75,63,0,mi vs kkr,7930,203,Sunil Narine (kkr),kkr,5,0,0
810,0,15,12,0,mi vs kkr,7930,213,Mitchell Johnson (kkr),kkr,0,0,0
811,0,25,9,0,mi vs kkr,7930,261,Kuldeep Yadav (kkr),kkr,0,0,0
812,0,20,40,0,mi vs kkr,7930,730,Mitchell Mcclenaghan (mi),mi,0,40,0
813,67,20,0,0,mi vs kkr,7930,872,Evin Lewis (mi),mi,0,0,0
814,0,15,-6,10,mi vs kkr,7930,913,Ben Cutting (mi),mi,0,-6,10
815,0,20,35,20,mi vs kkr,7930,1124,Jasprit Bumrah (mi),mi,0,35,20
816,48,70,10,0,mi vs kkr,7930,2738,Nitish Rana (kkr),kkr,48,0,0
817,57,45,78,0,mi vs kkr,7930,2740,Hardik Pandya (mi),mi,0,78,0
818,0,20,0,0,mi vs kkr,7930,2975,Ishan Kishan (mi),mi,0,0,0
819,21,20,32,20,mi vs kkr,7930,3183,Krunal Pandya (mi),mi,0,32,20
820,7,20,0,10,mi vs kkr,7930,3761,Shubman Gill (kkr),kkr,7,0,0
821,0,20,34,0,mi vs kkr,7930,4951,Mayank Markande (mi),mi,0,34,0
822,0,35,40,10,kxp vs rr,7931,8,Ravichandran Ashwin (kxp),kxp,0,0,0
823,6,15,22,0,kxp vs rr,7931,86,Jaydev Unadkat (rr),rr,0,22,0
824,0,10,0,10,kxp vs rr,7931,89,Manoj Tiwary (kxp),kxp,0,0,0
825,5,15,0,0,kxp vs rr,7931,135,Ajinkya Rahane (rr),rr,0,0,0
826,2,35,0,0,kxp vs rr,7931,158,Mayank Agarwal (kxp),kxp,2,0,0
827,8,75,0,10,kxp vs rr,7931,236,Chris Gayle (kxp),kxp,8,0,0
828,45,65,0,10,kxp vs rr,7931,258,Sanju Samson (rr),rr,0,0,10
829,50,35,0,10,kxp vs rr,7931,276,Karun Nair (kxp),kxp,50,0,0
830,76,15,0,0,kxp vs rr,7931,509,Jos Buttler (rr),rr,0,0,0
831,30,10,11,10,kxp vs rr,7931,964,Marcus Stoinis (kxp),kxp,30,0,0
832,0,70,9,0,kxp vs rr,7931,1106,Ankit Rajpoot (kxp),kxp,0,0,0
833,4,10,37,0,kxp vs rr,7931,1113,Axar Patel (kxp),kxp,4,0,0
834,130,85,0,20,kxp vs rr,7931,1125,Lokesh Rahul (kxp),kxp,130,0,0
835,17,15,34,0,kxp vs rr,7931,1154,Ben Stokes (rr),rr,0,34,0
836,0,35,67,10,kxp vs rr,7931,1480,Andrew Tye (kxp),kxp,0,0,0
837,34,15,10,0,kxp vs rr,7931,1748,Shreyas Gopal (rr),rr,0,10,0
838,-5,30,17,0,kxp vs rr,7931,3502,Jofra Archer (rr),rr,0,17,0
839,5,15,41,0,kxp vs rr,7931,3834,Krishnappa Gowtham (rr),rr,0,41,0
840,1,15,0,10,kxp vs rr,7931,3838,Rahul Tripathi (rr),rr,0,0,10
841,2,10,0,10,kxp vs rr,7931,3887,D Arcy Short (rr),rr,0,0,10
842,0,60,98,0,kxp vs rr,7931,4572,Mujeeb Ur Rahman (kxp),kxp,0,0,0
843,10,35,0,10,sh vs rcb,7932,16,Wriddhiman Saha (sh),sh,0,0,10
844,-2,60,0,0,sh vs rcb,7932,41,Shikhar Dhawan (sh),sh,0,0,0
845,0,40,33,10,sh vs rcb,7932,59,Umesh Yadav (rcb),rcb,0,0,0
846,11,15,0,10,sh vs rcb,7932,72,Mandeep Singh (rcb),rcb,11,0,0
847,22,35,0,10,sh vs rcb,7932,96,Yusuf Pathan (sh),sh,0,0,10
848,0,15,39,0,sh vs rcb,7932,111,Yuzvendra Chahal (rcb),rcb,0,0,0
849,1,20,40,0,sh vs rcb,7932,116,Bhuvneshwar Kumar (sh),sh,0,40,0
850,5,35,0,0,sh vs rcb,7932,123,Manish Pandey (sh),sh,0,0,0
851,56,15,0,30,sh vs rcb,7932,164,Virat Kohli (rcb),rcb,56,0,0
852,50,35,62,0,sh vs rcb,7932,201,Shakib Al Hasan (sh),sh,0,62,0
853,5,35,0,0,sh vs rcb,7932,233,Ab De Villiers (rcb),rcb,5,0,0
854,0,30,98,10,sh vs rcb,7932,307,Tim Southee (rcb),rcb,0,0,0
855,85,85,0,0,sh vs rcb,7932,440,Kane Williamson (sh),sh,0,0,0
856,5,15,0,0,sh vs rcb,7932,511,Alex Hales (sh),sh,0,0,0
857,52,5,12,0,sh vs rcb,7932,820,Colin De Grandhomme (rcb),rcb,52,0,0
858,8,10,0,0,sh vs rcb,7932,1085,Manan Vohra (rcb),rcb,8,0,0
859,1,35,36,0,sh vs rcb,7932,1086,Siddarth Kaul (sh),sh,0,36,0
860,0,25,45,0,sh vs rcb,7932,1112,Sandeep Sharma (sh),sh,0,45,0
861,1,110,42,0,sh vs rcb,7932,2885,Rashid Khan (sh),sh,0,42,0
862,0,10,102,0,sh vs rcb,7932,3840,Mohammed Siraj (rcb),rcb,0,0,0
