,battingPoints,bowlingPoints,fieldingPoints,matchId,playerId,playerName,playerTeam,secondInningBattingPoints,secondInningBowlingPoints,secondInningFieldingPoints
334,0,34,20,7908,3779,shivam-mavi,kkr,0,0,0
335,24,72,0,7908,3834,krishnappa-gowtham,rr,0,72,0
336,20,0,0,7908,3838,rahul-tripathi,rr,0,0,0
337,61,0,0,7908,3887,d-arcy-short,rr,0,0,0
338,0,-14,0,7909,8,ravichandran-ashwin,kxp,0,-14,0
339,6,0,0,7909,16,wriddhiman-saha,sh,6,0,0
340,0,0,10,7909,41,shikhar-dhawan,sh,0,0,0
341,24,0,0,7909,96,yusuf-pathan,sh,24,0,0
342,0,0,0,7909,113,yuvraj-singh,kxp,0,0,0
343,0,40,0,7909,116,bhuvneshwar-kumar,sh,0,0,0
344,84,0,0,7909,123,manish-pandey,sh,84,0,0
345,35,0,0,7909,158,mayank-agarwal,kxp,0,0,0
346,31,0,10,7909,167,aaron-finch,kxp,0,0,10
347,43,-13,0,7909,201,shakib-al-hasan,sh,43,0,0
348,176,0,0,7909,236,chris-gayle,kxp,0,0,0
349,48,0,0,7909,276,karun-nair,kxp,0,0,0
350,83,0,0,7909,440,kane-williamson,sh,83,0,0
351,0,29,0,7909,1086,siddarth-kaul,sh,0,0,0
352,0,39,0,7909,1107,mohit-sharma,kxp,0,39,0
353,8,0,0,7909,1125,lokesh-rahul,kxp,0,0,0
354,0,21,0,7909,1299,chris-jordan,sh,0,0,0
355,0,70,0,7909,1480,andrew-tye,kxp,0,70,0
356,5,15,10,7909,1556,deepak-hooda,sh,5,0,0
357,0,21,0,7909,2746,barinder-sran,kxp,0,21,0
358,0,13,0,7909,2885,rashid-khan,sh,0,0,0
359,0,15,0,7909,4572,mujeeb-ur-rahman,kxp,0,15,0
360,0,0,0,7909,1521,billy-stanlake,sh,0,0,0
361,5,0,20,7910,1,ms-dhoni,csk,0,0,20
362,2,11,0,7910,9,ravindra-jadeja,csk,0,11,0
363,66,0,0,7910,14,suresh-raina,csk,0,0,0
364,34,62,0,7910,25,dwayne-bravo,csk,0,62,0
365,26,13,0,7910,86,jaydev-unadkat,rr,26,0,0
366,22,0,0,7910,100,ambati-rayudu,csk,0,0,0
367,23,0,0,7910,135,ajinkya-rahane,rr,23,0,0
368,0,69,0,7910,140,deepak-chahar,csk,0,69,0
369,15,-13,0,7910,148,stuart-binny,rr,15,0,0
370,168,44,0,7910,227,shane-watson,csk,0,44,0
371,2,0,0,7910,258,sanju-samson,rr,2,0,0
372,29,0,20,7910,509,jos-buttler,rr,29,0,0
373,0,14,10,7910,898,imran-tahir,csk,0,14,10
374,0,60,0,7910,921,ben-laughlin,rr,0,0,0
375,0,57,10,7910,1118,karn-sharma,csk,0,57,10
376,62,-11,10,7910,1154,ben-stokes,rr,62,0,0
377,0,69,10,7910,1745,shardul-thakur,csk,0,69,10
378,8,107,0,7910,1748,shreyas-gopal,rr,8,0,0
379,3,0,20,7910,2756,sam-billings,csk,0,0,20
380,1,-7,20,7910,3834,krishnappa-gowtham,rr,1,0,0
381,5,0,0,7910,3838,rahul-tripathi,rr,5,0,0
382,7,0,0,7910,3869,heinrich-klaasen,rr,7,0,0
383,0,30,0,7911,8,ravichandran-ashwin,kxp,0,0,0
384,2,-6,0,7911,76,piyush-chawla,kkr,0,-6,0
385,63,0,0,7911,102,dinesh-karthik,kkr,0,0,0
386,0,-15,0,7911,113,yuvraj-singh,kxp,0,0,0
387,51,0,0,7911,127,robin-uthappa,kkr,0,0,0
388,2,0,0,7911,158,mayank-agarwal,kxp,2,0,0
389,0,0,0,7911,167,aaron-finch,kxp,0,0,0
390,15,-13,0,7911,177,andre-russell,kkr,0,-13,0
391,112,0,0,7911,179,chris-lynn,kkr,0,0,0
392,1,39,0,7911,203,sunil-narine,kkr,0,39,0
393,104,0,0,7911,236,chris-gayle,kxp,104,0,0
394,0,-14,0,7911,261,kuldeep-yadav,kkr,0,-14,0
395,0,0,30,7911,276,karun-nair,kxp,0,0,0
396,0,-4,20,7911,1106,ankit-rajpoot,kxp,0,0,0
397,99,0,10,7911,1125,lokesh-rahul,kxp,99,0,0
398,0,69,10,7911,1480,andrew-tye,kxp,0,0,0
399,3,1,0,7911,2738,nitish-rana,kkr,0,1,0
400,0,42,0,7911,2746,barinder-sran,kxp,0,0,0
401,1,0,10,7911,3646,tom-curran,kkr,0,0,10
402,24,0,0,7911,3761,shubman-gill,kkr,0,0,0
403,0,13,0,7911,3779,shivam-mavi,kkr,0,13,0
404,0,39,0,7911,4572,mujeeb-ur-rahman,kxp,0,0,0
405,0,-12,0,7912,57,shahbaz-nadeem,dd,0,-12,0
406,0,41,0,7912,59,umesh-yadav,rcb,0,0,0
407,29,0,0,7912,72,mandeep-singh,rcb,29,0,0
408,3,0,0,7912,84,gautam-gambhir,dd,0,0,0
409,0,70,10,7912,111,yuzvendra-chahal,rcb,0,0,0
410,0,13,0,7912,157,harshal-patel,dd,0,13,0
411,47,0,0,7912,164,virat-kohli,rcb,47,0,0
412,145,0,10,7912,233,ab-de-villiers,rcb,145,0,0
413,4,36,0,7912,282,glenn-maxwell,dd,0,36,0
414,25,0,0,7912,834,quinton-de-kock,rcb,25,0,0
415,0,-3,0,7912,836,chris-morris,dd,0,-3,0
416,0,14,0,7912,967,chris-woakes,rcb,0,0,0
417,22,29,0,7912,968,corey-anderson,rcb,22,0,0
418,0,31,10,7912,969,trent-boult,dd,0,31,10
419,0,0,10,7912,1083,vijay-shankar,dd,0,0,10
420,2,0,0,7912,1085,manan-vohra,rcb,2,0,0
421,88,0,0,7912,1563,shreyas-iyer,dd,0,0,0
422,18,7,0,7912,1749,rahul-tewatia,dd,0,7,0
423,5,0,10,7912,1906,jason-roy,dd,0,0,10
424,139,0,10,7912,2972,rishabh-pant,dd,0,0,10
425,0,36,0,7912,2973,washington-sundar,rcb,0,0,0
426,0,15,20,7912,3840,mohammed-siraj,rcb,0,0,0
427,52,0,0,7913,1,ms-dhoni,csk,0,0,0
428,0,16,20,7913,9,ravindra-jadeja,csk,0,16,20
429,83,0,20,7913,14,suresh-raina,csk,0,0,20
430,5,0,15,7913,16,wriddhiman-saha,sh,5,0,0
431,1,0,0,7913,24,faf-du-plessis,csk,0,0,0
432,0,10,0,7913,25,dwayne-bravo,csk,0,10,0
433,73,0,0,7913,96,yusuf-pathan,sh,73,0,0
434,132,0,0,7913,100,ambati-rayudu,csk,0,0,0
435,0,39,0,7913,116,bhuvneshwar-kumar,sh,0,0,0
436,-5,0,0,7913,123,manish-pandey,sh,-5,0,0
437,0,132,0,7913,140,deepak-chahar,csk,0,132,0
438,31,15,0,7913,201,shakib-al-hasan,sh,31,0,0
439,11,-8,10,7913,227,shane-watson,csk,0,-8,10
440,134,0,10,7913,440,kane-williamson,sh,134,0,0
441,0,12,0,7913,1086,siddarth-kaul,sh,0,0,0
442,0,30,10,7913,1118,karn-sharma,csk,0,30,10
443,0,17,0,7913,1521,billy-stanlake,sh,0,0,0
444,-5,0,0,7913,1555,ricky-bhui,sh,-5,0,0
445,1,11,10,7913,1556,deepak-hooda,sh,1,0,0
446,0,19,0,7913,1745,shardul-thakur,csk,0,19,0
447,0,0,0,7913,2756,sam-billings,csk,0,0,0
448,36,10,0,7913,2885,rashid-khan,sh,36,0,0
449,0,39,0,7914,86,jaydev-unadkat,rr,0,0,0
450,0,72,0,7914,101,dhawal-kulkarni,rr,0,0,0
451,-5,0,0,7914,107,rohit-sharma,mi,0,0,0
452,108,0,10,7914,108,suryakumar-yadav,mi,0,0,10
453,4,0,10,7914,135,ajinkya-rahane,rr,4,0,0
454,28,0,0,7914,210,kieron-pollard,mi,0,0,0
455,77,0,0,7914,258,sanju-samson,rr,77,0,0
456,6,0,20,7914,509,jos-buttler,rr,6,0,0
457,0,15,0,7914,730,mitchell-mcclenaghan,mi,0,15,0
458,-5,0,0,7914,872,evin-lewis,mi,0,0,0
459,0,70,0,7914,1124,jasprit-bumrah,mi,0,70,0
460,57,-5,0,7914,1154,ben-stokes,rr,57,0,0
461,0,31,0,7914,1594,mustafizur-rahman,mi,0,31,0
462,0,-14,0,7914,1748,shreyas-gopal,rr,0,0,0
463,4,59,20,7914,2740,hardik-pandya,mi,0,59,20
464,89,0,10,7914,2975,ishan-kishan,mi,0,0,10
465,7,30,10,7914,3183,krunal-pandya,mi,0,30,10
466,8,103,0,7914,3502,jofra-archer,rr,8,0,0
467,62,15,0,7914,3834,krishnappa-gowtham,rr,62,0,0
468,9,0,0,7914,3838,rahul-tripathi,rr,9,0,0
469,-5,0,10,7914,3869,heinrich-klaasen,rr,-5,0,0
470,0,13,0,7914,4951,mayank-markande,mi,0,13,0
471,6,23,0,7915,8,ravichandran-ashwin,kxp,0,23,0
472,1,12,0,7915,30,amit-mishra,dd,1,0,0
473,4,0,0,7915,84,gautam-gambhir,dd,4,0,0
474,4,0,0,7915,113,yuvraj-singh,kxp,0,0,0
475,26,0,0,7915,158,mayank-agarwal,kxp,0,0,0
476,2,0,20,7915,167,aaron-finch,kxp,0,0,20
477,6,38,0,7915,181,dan-christian,dd,6,0,0
478,43,0,0,7915,187,david-miller,kxp,0,0,0
479,49,0,20,7915,276,karun-nair,kxp,0,0,20
480,19,17,0,7915,282,glenn-maxwell,dd,19,0,0
481,0,69,0,7915,969,trent-boult,dd,0,0,0
482,0,75,0,7915,1106,ankit-rajpoot,kxp,0,75,0
483,35,0,10,7915,1125,lokesh-rahul,kxp,0,0,10
484,3,71,10,7915,1480,andrew-tye,kxp,0,71,10
485,0,64,10,7915,1561,avesh-khan,dd,0,0,0
486,84,0,20,7915,1563,shreyas-iyer,dd,84,0,0
487,31,11,10,7915,1749,rahul-tewatia,dd,31,0,0
488,0,107,10,7915,1842,liam-plunkett,dd,0,0,0
489,0,15,0,7915,2746,barinder-sran,kxp,0,15,0
490,4,0,10,7915,2972,rishabh-pant,dd,4,0,0
491,37,0,0,7915,3764,prithvi-shaw,dd,37,0,0
492,0,72,0,7915,4572,mujeeb-ur-rahman,kxp,0,72,0
493,-5,0,0,7916,16,wriddhiman-saha,sh,0,0,0
494,5,0,20,7916,41,shikhar-dhawan,sh,0,0,20
495,31,0,0,7916,96,yusuf-pathan,sh,0,0,0
496,2,0,10,7916,107,rohit-sharma,mi,2,0,0
497,34,0,10,7916,108,suryakumar-yadav,mi,34,0,0
498,21,0,10,7916,123,manish-pandey,sh,0,0,10
499,2,38,0,7916,201,shakib-al-hasan,sh,0,38,0
500,11,0,0,7916,210,kieron-pollard,mi,11,0,0
501,44,0,0,7916,440,kane-williamson,sh,0,0,0
502,19,38,0,7916,618,mohammad-nabi,sh,0,38,0
503,0,71,0,7916,730,mitchell-mcclenaghan,mi,0,0,0
504,5,0,0,7916,872,evin-lewis,mi,5,0,0
505,2,103,0,7916,1086,siddarth-kaul,sh,0,103,0
506,0,49,0,7916,1112,sandeep-sharma,sh,0,49,0
507,6,39,0,7916,1124,jasprit-bumrah,mi,6,0,0
508,1,47,0,7916,1594,mustafizur-rahman,mi,1,0,0
509,3,69,20,7916,2740,hardik-pandya,mi,3,0,0
510,6,101,10,7916,2885,rashid-khan,sh,0,101,10
511,-5,0,40,7916,2975,ishan-kishan,mi,-5,0,0
512,29,13,0,7916,3183,krunal-pandya,mi,29,0,0
513,3,72,10,7916,3825,basil-thampi,sh,0,72,10
514,1,75,0,7916,4951,mayank-markande,mi,1,0,0
515,119,0,10,7917,1,ms-dhoni,csk,119,0,0
516,3,-6,30,7917,9,ravindra-jadeja,csk,3,0,0
517,16,0,0,7917,14,suresh-raina,csk,16,0,0
518,31,87,10,7917,25,dwayne-bravo,csk,31,0,0
519,-5,17,0,7917,53,pawan-negi,rcb,0,17,0
520,0,42,10,7917,59,umesh-yadav,rcb,0,42,10
521,58,0,10,7917,72,mandeep-singh,rcb,0,0,10
522,138,0,0,7917,100,ambati-rayudu,csk,138,0,0
523,0,-4,10,7917,103,harbhajan-singh,csk,0,0,0
524,0,71,0,7917,111,yuzvendra-chahal,rcb,0,71,0
525,0,9,0,7917,140,deepak-chahar,csk,0,0,0
526,23,0,0,7917,164,virat-kohli,rcb,0,0,0
527,9,-8,0,7917,227,shane-watson,csk,9,0,0
528,119,0,0,7917,233,ab-de-villiers,rcb,0,0,0
529,21,0,0,7917,820,colin-de-grandhomme,rcb,0,0,0
530,86,0,15,7917,834,quinton-de-kock,rcb,0,0,15
531,0,60,0,7917,898,imran-tahir,csk,0,0,0
532,2,-13,0,7917,968,corey-anderson,rcb,0,-13,0
533,0,70,0,7917,1745,shardul-thakur,csk,0,0,0
534,9,0,20,7917,2756,sam-billings,csk,9,0,0
535,30,-13,0,7917,2973,washington-sundar,rcb,0,-13,0
536,0,-6,10,7917,3840,mohammed-siraj,rcb,0,-6,10
537,4,13,10,7918,8,ravichandran-ashwin,kxp,4,0,0
538,6,0,10,7918,16,wriddhiman-saha,sh,0,0,10
539,16,0,0,7918,41,shikhar-dhawan,sh,0,0,0
540,1,5,0,7918,89,manoj-tiwary,kxp,1,0,0
541,28,0,0,7918,96,yusuf-pathan,sh,0,0,0
542,81,0,20,7918,123,manish-pandey,sh,0,0,20
543,2,0,20,7918,158,mayank-agarwal,kxp,2,0,0
544,10,0,0,7918,167,aaron-finch,kxp,10,0,0
545,28,67,0,7918,201,shakib-al-hasan,sh,0,67,0
546,32,0,0,7918,236,chris-gayle,kxp,32,0,0
547,3,0,10,7918,276,karun-nair,kxp,3,0,0
548,-5,0,20,7918,440,kane-williamson,sh,0,0,20
549,4,-6,0,7918,618,mohammad-nabi,sh,0,-6,0
550,0,19,0,7918,1086,siddarth-kaul,sh,0,19,0
551,8,172,0,7918,1106,ankit-rajpoot,kxp,8,0,0
552,0,78,0,7918,1112,sandeep-sharma,sh,0,78,0
553,49,0,0,7918,1125,lokesh-rahul,kxp,49,0,0
554,4,18,10,7918,1480,andrew-tye,kxp,4,0,0
555,2,14,0,7918,2746,barinder-sran,kxp,2,0,0
556,0,106,0,7918,2885,rashid-khan,sh,0,106,0
557,0,66,10,7918,3825,basil-thampi,sh,0,66,10
558,25,46,0,7918,4572,mujeeb-ur-rahman,kxp,25,0,0
559,0,90,0,7919,30,amit-mishra,dd,0,90,0
560,2,35,0,7919,76,piyush-chawla,kkr,2,0,0
561,25,0,10,7919,102,dinesh-karthik,kkr,25,0,0
562,1,0,0,7919,127,robin-uthappa,kkr,1,0,0
563,67,31,0,7919,177,andre-russell,kkr,67,0,0
564,5,0,0,7919,179,chris-lynn,kkr,5,0,0
565,57,-6,0,7919,203,sunil-narine,kkr,57,0,0
566,27,-1,0,7919,213,mitchell-johnson,kkr,27,0,0
567,7,-8,0,7919,261,kuldeep-yadav,kkr,7,0,0
568,51,43,0,7919,282,glenn-maxwell,dd,0,43,0
569,57,0,10,7919,773,colin-munro,dd,0,0,10
570,0,49,10,7919,969,trent-boult,dd,0,49,10
571,0,6,0,7919,1083,vijay-shankar,dd,0,6,0
572,0,72,10,7919,1561,avesh-khan,dd,0,72,10
573,158,0,20,7919,1563,shreyas-iyer,dd,0,0,20
574,0,-7,0,7919,1749,rahul-tewatia,dd,0,-7,0
575,0,19,0,7919,1842,liam-plunkett,dd,0,19,0
576,8,0,0,7919,2738,nitish-rana,kkr,8,0,0
577,-5,0,0,7919,2972,rishabh-pant,dd,0,0,0
578,54,0,0,7919,3761,shubman-gill,kkr,54,0,0
579,91,0,10,7919,3764,prithvi-shaw,dd,0,0,10
580,-5,13,10,7919,3779,shivam-mavi,kkr,-5,0,0
581,43,0,0,7920,1,ms-dhoni,csk,0,0,0
582,0,0,10,7920,9,ravindra-jadeja,csk,0,0,10
583,123,0,0,7920,14,suresh-raina,csk,0,0,0
584,-5,35,0,7920,25,dwayne-bravo,csk,0,35,0
585,69,0,0,7920,100,ambati-rayudu,csk,0,0,0
586,0,37,0,7920,103,harbhajan-singh,csk,0,37,0
587,90,0,0,7920,107,rohit-sharma,mi,90,0,0
588,61,0,0,7920,108,suryakumar-yadav,mi,61,0,0
589,0,11,0,7920,140,deepak-chahar,csk,0,11,0
590,0,0,0,7920,182,jp-duminy,mi,0,0,0
591,17,-2,0,7920,227,shane-watson,csk,0,-2,0
592,0,70,0,7920,730,mitchell-mcclenaghan,mi,0,0,0
593,66,0,10,7920,872,evin-lewis,mi,66,0,0
594,0,10,0,7920,898,imran-tahir,csk,0,10,0
595,0,-14,20,7920,913,ben-cutting,mi,0,0,0
596,0,22,0,7920,1124,jasprit-bumrah,mi,0,0,0
597,0,14,10,7920,1745,shardul-thakur,csk,0,14,10
598,25,33,0,7920,2740,hardik-pandya,mi,25,0,0
599,3,0,0,7920,2756,sam-billings,csk,0,0,0
600,0,0,0,7920,2975,ishan-kishan,mi,0,0,0
601,0,69,0,7920,3183,krunal-pandya,mi,0,0,0
602,0,10,20,7920,4951,mayank-markande,mi,0,0,0
603,21,0,10,7921,16,wriddhiman-saha,sh,0,0,10
604,6,0,20,7921,41,shikhar-dhawan,sh,0,0,20
605,0,14,0,7921,86,jaydev-unadkat,rr,0,0,0
606,2,32,0,7921,96,yusuf-pathan,sh,0,32,0
607,0,9,10,7921,101,dhawal-kulkarni,rr,0,0,0
608,21,0,0,7921,123,manish-pandey,sh,0,0,0
609,92,0,10,7921,135,ajinkya-rahane,rr,92,0,0
610,6,14,0,7921,201,shakib-al-hasan,sh,0,14,0
611,57,0,10,7921,258,sanju-samson,rr,57,0,0
612,92,0,0,7921,440,kane-williamson,sh,0,0,0
613,0,0,10,7921,509,jos-buttler,rr,0,0,0
614,60,0,10,7921,511,alex-hales,sh,0,0,10
615,0,68,0,7921,1086,siddarth-kaul,sh,0,68,0
616,0,49,0,7921,1112,sandeep-sharma,sh,0,49,0
617,-5,17,10,7921,1154,ben-stokes,rr,-5,0,0
618,0,28,0,7921,1304,ish-sodhi,rr,0,0,0
619,1,34,0,7921,2885,rashid-khan,sh,0,34,0
620,1,11,0,7921,2970,mahipal-lomror,rr,1,0,0
621,1,99,0,7921,3502,jofra-archer,rr,1,0,0
622,0,7,0,7921,3825,basil-thampi,sh,0,7,0
623,8,75,0,7921,3834,krishnappa-gowtham,rr,8,0,0
624,4,0,0,7921,3838,rahul-tripathi,rr,4,0,0
625,0,-3,0,7922,59,umesh-yadav,rcb,0,-3,0
626,28,0,0,7922,72,mandeep-singh,rcb,0,0,0
627,0,20,0,7922,76,piyush-chawla,kkr,0,0,0
628,40,0,10,7922,102,dinesh-karthik,kkr,40,0,0
629,0,20,0,7922,111,yuzvendra-chahal,rcb,0,20,0
630,62,0,0,7922,127,robin-uthappa,kkr,62,0,0
631,104,0,10,7922,164,virat-kohli,rcb,0,0,10
632,-5,74,0,7922,177,andre-russell,kkr,-5,0,0
633,89,0,0,7922,179,chris-lynn,kkr,89,0,0
634,57,0,0,7922,202,brendon-mccullum,rcb,0,0,0
635,44,15,0,7922,203,sunil-narine,kkr,44,0,0
636,0,-12,0,7922,213,mitchell-johnson,kkr,0,0,0
637,0,46,0,7922,261,kuldeep-yadav,kkr,0,0,0
638,0,12,10,7922,307,tim-southee,rcb,0,12,10
639,23,0,10,7922,820,colin-de-grandhomme,rcb,0,0,10
640,46,0,10,7922,834,quinton-de-kock,rcb,0,0,10
641,-5,0,0,7922,1085,manan-vohra,rcb,0,0,0
642,25,0,0,7922,2738,nitish-rana,kkr,25,0,0
643,0,63,0,7922,3187,murugan-ashwin,rcb,0,63,0
644,5,0,10,7922,3761,shubman-gill,kkr,5,0,0
645,0,17,10,7922,3779,shivam-mavi,kkr,0,0,0
646,0,63,0,7922,3840,mohammed-siraj,rcb,0,63,0
647,96,0,0,7923,1,ms-dhoni,csk,0,0,0
648,0,36,20,7923,9,ravindra-jadeja,csk,0,36,20
649,1,0,0,7923,14,suresh-raina,csk,0,0,0
650,50,0,0,7923,24,faf-du-plessis,csk,0,0,0
651,0,-12,0,7923,25,dwayne-bravo,csk,0,-12,0
652,0,34,0,7923,30,amit-mishra,dd,0,0,0
653,63,0,0,7923,100,ambati-rayudu,csk,0,0,0
654,0,18,0,7923,103,harbhajan-singh,csk,0,18,0
655,132,-13,10,7923,227,shane-watson,csk,0,-13,10
656,6,37,0,7923,282,glenn-maxwell,dd,6,0,0
657,50,0,0,7923,773,colin-munro,dd,50,0,0
658,0,0,20,7923,969,trent-boult,dd,0,0,0
659,94,14,0,7923,1083,vijay-shankar,dd,94,0,0
660,0,0,10,7923,1118,karn-sharma,csk,0,0,10
661,0,21,0,7923,1561,avesh-khan,dd,0,0,0
662,3,0,0,7923,1563,shreyas-iyer,dd,3,0,0
663,3,-8,0,7923,1749,rahul-tewatia,dd,3,0,0
664,0,-13,10,7923,1842,liam-plunkett,dd,0,0,0
665,127,0,0,7923,2972,rishabh-pant,dd,127,0,0
666,0,42,0,7923,3746,lungi-ngidi,csk,0,42,0
667,9,0,0,7923,3764,prithvi-shaw,dd,9,0,0
668,0,40,0,7923,4944,km-asif,csk,0,40,0
669,0,0,0,7923,140,deepak-chahar,csk,0,0,0
